OBJECTID,COUNTY_NAME,MUNI_NAME,SWIS,PARCEL_ADDR,PRINT_KEY,SBL,CITYTOWN_NAME,CITYTOWN_SWIS,LOC_ST_NBR,LOC_STREET,LOC_UNIT,LOC_ZIP,PROP_CLASS,ROLL_SECTION,LAND_AV,TOTAL_AV,FULL_MARKET_VAL,YR_BLT,FRONT,DEPTH,SQ_FT,ACRES,SCHOOL_CODE,SCHOOL_NAME,SEWER_TYPE,SEWER_DESC,WATER_SUPPLY,WATER_DESC,UTILITIES,UTILITIES_DESC,BLDG_STYLE,BLDG_STYLE_DESC,HEAT_TYPE,HEAT_TYPE_DESC,FUEL_TYPE,FUEL_TYPE_DESC,SQFT_LIVING,GFA,NBR_KITCHENS,NBR_FULL_BATHS,NBR_BEDROOMS,USED_AS_CODE,USED_AS_DESC,AG_DIST_CODE,AG_DIST_NAME,PRIMARY_OWNER,MAIL_ADDR,PO_BOX,MAIL_CITY,MAIL_STATE,MAIL_ZIP,ADD_OWNER,ADD_MAIL_ADDR,ADD_MAIL_PO_BOX,ADD_MAIL_CITY,ADD_MAIL_STATE,ADD_MAIL_ZIP,BOOK,PAGE,GRID_EAST,GRID_NORTH,MUNI_PARCEL_ID,SWIS_SBL_ID,SWIS_PRINT_KEY_ID,ROLL_YR,SPATIAL_YR,OWNER_TYPE,NYS_NAME,NYS_NAME_SOURCE,DUP_GEO,CALC_ACRES,Shape_Length,Shape_Area
56,Bronx,Bronx,600100,1470 EAST 233 STREET,,2049450083,Bronx,600100,1470,EAST 233 STREET,,,01,,6720,30420,,1965,18,69,1221,,11,,,,,,,,B1,Brick,,,,,,1683,,,,,,,,BX ROSEDALE LLC,,,,,,,,,,,,,,1030295,263241,,2049450083,,2020,2020,8,,,,0.0300167372829035,54.0857113117285,121.473426052812
57,Bronx,Bronx,600100,1472 EAST 233 STREET,,2049450084,Bronx,600100,1472,EAST 233 STREET,,,01,,6900,30420,,1961,17,71,1195,,11,,,,,,,,B1,Brick,,,,,,1683,,,,,,,,1472 E 233 STREET PARTNERS LLC,,,,,,,,,,,,,,1030313,263239,,2049450084,,2020,2020,8,,,,0.0303018152852445,54.6789809912743,122.62709579747
58,Bronx,Bronx,600100,3830 PRATT AVENUE,,2049450070,Bronx,600100,3830,PRATT AVENUE,,,02,,151650,297450,,1934,25,100,2500,,11,,,,,,,,C2,Five to Six Families,,,,,,4150,,,,,,,,"STEED PROPERTY MANAGEMENT, LLC",,,,,,,,,,,,,,1030091,263186,,2049450070,,2020,2020,8,,,,0.058517738011843,76.3607260891555,236.812883897547
59,Bronx,Bronx,600100,3828 PRATT AVENUE,,2049450069,Bronx,600100,3828,PRATT AVENUE,,,02,,151650,297450,,1934,25,100,2500,,11,,,,,,,,C2,Five to Six Families,,,,,,4150,,,,,,,,V & L PRATT AVENUE LLC,,,,,,,,,,,,,,1030092,263161,,2049450069,,2020,2020,8,,,,0.0570559387486819,75.855409359178,230.897192161164
60,Bronx,Bronx,600100,3826 PRATT AVENUE,,2049450068,Bronx,600100,3826,PRATT AVENUE,,,02,,151650,297450,,1934,25,100,2500,,11,,,,,,,,C2,Five to Six Families,,,,,,4150,,,,,,,,3826 PRATT AVE LLC,,,,,,,,,,,,,,1030093,263136,,2049450068,,2020,2020,8,,,,0.0571481105188512,75.7818905948511,231.270198081238
61,Bronx,Bronx,600100,3824 PRATT AVENUE,,2049450067,Bronx,600100,3824,PRATT AVENUE,,,02,,139050,273600,,1934,23,100,2300,,11,,,,,,,,C2,Five to Six Families,,,,,,3818,,,,,,,,3824 KAM LLC,,,,,,,,,,,,,,1030095,263112,,2049450067,,2020,2020,8,,,,0.0544106697942269,74.9518534461868,220.192168503853
62,Bronx,Bronx,600100,3870 SETON AVENUE,,2049390098,Bronx,600100,3870,SETON AVENUE,,,02,,7650,352350,,1930,25,100,2500,,11,,,,,,,,C2,Five to Six Families,,,,,,4914,,,,,,,,3868-70 SETAN AVE REALTY LLC,,,,,,,,,,,,,,1029618,262977,,2049390098,,2020,2020,8,,,,0.057274090816849,75.7008163937609,231.780022259286
63,Bronx,Bronx,600100,3883 AMUNDSON AVENUE,,2049390012,Bronx,600100,3883,AMUNDSON AVENUE,,,01,,8400,28080,,1957,18,100,1800,,11,,,,,,,,A5,Attached or Semi-Detatched,,,,,,1701,,,,,,,,SECOND SEASON CAPITAL LLC,,,,,,,,,,,,,,1029675,263142,,2049390012,,2020,2020,8,,,,0.0437208856125927,73.8405376428261,176.932146734337
64,Bronx,Bronx,600100,3868 SETON AVENUE,,2049390097,Bronx,600100,3868,SETON AVENUE,,,02,,7650,352350,,1930,25,100,2500,,11,,,,,,,,C2,Five to Six Families,,,,,,4914,,,,,,,,3868-70 SETAN AVE REALTY LLC,,,,,,,,,,,,,,1029624,262953,,2049390097,,2020,2020,8,,,,0.0561826418534214,75.4080259453118,227.363085011917
65,Bronx,Bronx,600100,3910 SETON AVENUE,,2049610001,Bronx,600100,3910,SETON AVENUE,,,02,,7200,317250,,1931,50,100,5000,,11,,,,,,,,C2,Five to Six Families,,,,,,5292,,,,,,,,SETON APARTMENTS LLC,,,,,,,,,,,,,,1029502,263373,,2049610001,,2020,2020,8,,,,0.117766141476314,92.6450053812226,476.582665974688
66,Bronx,Bronx,600100,4044 SETON AVENUE,,2049880018,Bronx,600100,4044,SETON AVENUE,,,02,,81900,193500,,1931,50,100,5000,,11,,,,,,,,C3,Four Families,,,,,,2496,,,,,,,,4044 SETON AVE SI LLC,,,,,,,,,,,,,,1029162,264536,,2049880018,,2020,2020,8,,,,0.118690673287044,92.8578711402403,480.324113470654
67,Bronx,Bronx,600100,4018 PRATT AVENUE,,2049660015,Bronx,600100,4018,PRATT AVENUE,,,02,,10320,50280,,1920,50,100,5000,,11,,,,,,,,C0,Three Families,,,,,,2730,,,,,,,,"4018 PRATT AVENUE, LLC",,,,,,,,,,,,,,1030243,264054,,2049660015,,2020,2020,8,,,,0.119393024460273,93.628009955331,483.166427826816
68,Bronx,Bronx,600100,4048 HARPER AVENUE,,2049670064,Bronx,600100,4048,HARPER AVENUE,,,01,,9300,33900,,1957,25,114,2810,,11,,,,,,,,B1,Brick,,,,,,2500,,,,,,,,DEMAJ 1 LLC,,,,,,,,,,,,,,1030565,264347,,2049670064,,2020,2020,8,,,,0.0638396496889668,83.6416318859281,258.349896347561
69,Bronx,Bronx,600100, BULLARD AVENUE,,2050640078,Bronx,600100,,BULLARD AVENUE,,,10,,891000,1642500,,0,1301,162,134800,,11,,,,,,,,G6,Licensed Parking Lot,,,,,,0,,,,,,,,WEBSTER LEASING LLC,,,,,,,,,,,,,,1023969,268816,,2050640078,,2020,2020,8,,,,3.13806645406898,856.291666040551,12699.3043835671
70,Bronx,Bronx,600100, BULLARD AVENUE,,2050640085,Bronx,600100,,BULLARD AVENUE,,,11,,783450,783450,,0,69,980,67620,,11,,,,,,,,V1,Not Zoned Residential or Manhattan Below 110 St,,,,,,0,,,,,,,,WEBSTER LEASING LLC,,,,,,,,,,,,,,1024100,268787,,2050640085,,2020,2020,8,,,,1.57745396015537,642.050082238222,6383.72968969507
71,Bronx,Bronx,600100,4627 BRONX BOULEVARD,,2050770017,Bronx,600100,4627,BRONX BOULEVARD,,,01,,8640,28680,,1925,25,95,2417,,11,,,,,,,,A1,"Two Story Detatched (Small or Moderate Size, With or Without Attic)",,,,,,1593,,,,,,,,LEVIATHAN GROUP LLC,,,,,,,,,,,,,,1024464,268784,,2050770017,,2020,2020,8,,,,0.0506874746623609,74.5286151320103,205.124932372613
72,Bronx,Bronx,600100,4529 CARPENTER AVENUE,,2050750087,Bronx,600100,4529,CARPENTER AVENUE,,,01,,9300,26820,,1925,25,100,2500,,11,,,,,,,,A1,"Two Story Detatched (Small or Moderate Size, With or Without Attic)",,,,,,1269,,,,,,,,SULIMO LLC,,,,,,,,,,,,,,1024255,267949,,2050750087,,2020,2020,8,,,,0.0603397105213124,78.3656028697755,244.18614504893
73,Bronx,Bronx,600100,4541 CARPENTER AVENUE,,2050750079,Bronx,600100,4541,CARPENTER AVENUE,,,02,,117000,247950,,1925,25,100,2500,,11,,,,,,,,C3,Four Families,,,,,,3200,,,,,,,,SAM CARPENTER LLC,,,,,,,,,,,,,,1024319,268055,,2050750079,,2020,2020,8,,,,0.0590260049524018,78.0266700024328,238.869767230241
74,Bronx,Bronx,600100,681 EAST 239 STREET,,2050810008,Bronx,600100,681,EAST 239 STREET,,,02,,10560,42540,,1925,32,100,3200,,11,,,,,,,,C0,Three Families,,,,,,2640,,,,,,,,UNION PLACE PROPERTIES LLC,,,,,,,,,,,,,,1024723,267387,,2050810008,,2020,2020,8,,,,0.0727195638494321,80.3452612623883,294.285633998201
75,Bronx,Bronx,600100,4503 WHITE PLAINS ROAD,,2050810099,Bronx,600100,4503,WHITE PLAINS ROAD,,,06,,13050,59400,,1925,27,43,1148,,11,,,,,,,,E2,Contractor’s Warehouse,,,,,,1000,,,,,,,,D CHAMBERS & COMPANY LLC,,,,,,,,,,,,,,1024845,267283,,2050810099,,2020,2020,8,,,,0.0276657092806744,43.0715634342137,111.959153282748
76,Bronx,Bronx,600100,4505 WHITE PLAINS ROAD,,2050810098,Bronx,600100,4505,WHITE PLAINS ROAD,,,06,,28350,130050,,1925,2208,61,1884,,11,,,,,,,,E9,Miscellaneous,,,,,,2313,,,,,,,,D CHAMBERS & COMPANY LLC,,,,,,,,,,,,,,1024844,267292,,2050810098,,2020,2020,8,,,,0.0434265762806889,68.511580877376,175.741119124349
77,Bronx,Bronx,600100,4456 WHITE PLAINS ROAD,,2050700025,Bronx,600100,4456,WHITE PLAINS ROAD,,,11,,2250,2250,,0,5,100,500,,11,,,,,,,,V1,Not Zoned Residential or Manhattan Below 110 St,,,,,,0,,,,,,,,4458 WPR LLC.,,,,,,,,,,,,,,1024928,267082,,2050700025,,2020,2020,8,,,,0.0105243449025623,64.8535029707772,42.5905127604868
78,Bronx,Bronx,600100,4541 FURMAN AVENUE,,2050840063,Bronx,600100,4541,FURMAN AVENUE,,,06,,122850,734400,,1957,193,173,24850,,11,,,,,,,,E1,Fireproof,,,,,,24810,,,,,,,,MARKLAND 4551 LLC,,,,,,,,,,,,,,1025232,267497,,2050840063,,2020,2020,8,,,,0.581165794744215,217.375617084211,2351.89452893983
79,Bronx,Bronx,600100,4545 WHITE PLAINS ROAD,,2050810080,Bronx,600100,4545,WHITE PLAINS ROAD,,,04,,64350,112500,,1925,28,121,3388,,11,,,,,,,,K4,"Stores, Apartments Above",,,,,,2160,,,,,,,,QUEENIE 4545 LLC,,,,,,,,,,,,,,1025039,267678,,2050810080,,2020,2020,8,,,,0.0794352523545214,93.0871819687615,321.46306115586
80,Bronx,Bronx,600100,4538 RICHARDSON AVENUE,,2050810032,Bronx,600100,4538,RICHARDSON AVENUE,,,01,,11520,47460,,2000,33,151,5001,,11,,,,,,,,B1,Brick,,,,,,3571,,,,,,,,4538 RICHARDSON AVENUE LLC,,,,,,,,,,,,,,1024898,267712,,2050810032,,2020,2020,8,,,,0.114744984605156,112.403362391114,464.356477887563
81,Bronx,Bronx,600100,4556 RICHARDSON AVENUE,,2050810042,Bronx,600100,4556,RICHARDSON AVENUE,,,02,,10800,42120,,1925,33,151,4994,,11,,,,,,,,C0,Three Families,,,,,,2660,,,,,,,,"ONLY UPSIDE REALTY, LLC",,,,,,,,,,,,,,1024983,267854,,2050810042,,2020,2020,8,,,,0.119625505265299,113.259471747645,484.107244265721
82,Bronx,Bronx,600100,4566 RICHARDSON AVENUE,,2050810046,Bronx,600100,4566,RICHARDSON AVENUE,,,02,,4050,247950,,1927,63,151,8410,,11,,,,,,,,C2,Five to Six Families,,,,,,3200,,,,,,,,4566 RICHARDSON LLC,,,,,,,,,,,,,,1025018,267926,,2050810046,,2020,2020,8,,,,0.193410228008042,130.686463660747,782.703423372193
83,Bronx,Bronx,600100,4615 WHITE PLAINS ROAD,,2050830058,Bronx,600100,4615,WHITE PLAINS ROAD,,,10,,82800,82800,,0,25,106,2611,,11,,,,,,,,G7,Unlicensed Parking Lot,,,,,,0,,,,,,,,4715-17 WHITE PLAINS RD LLC,,,,,,,,,,,,,,1025287,268140,,2050830058,,2020,2020,8,,,,0.0599728678054144,79.9223523535703,242.701585248088
84,Bronx,Bronx,600100,4609 WHITE PLAINS ROAD,,2050830061,Bronx,600100,4609,WHITE PLAINS ROAD,,,05,,26550,218700,,1925,26,74,1959,,11,,,,,,,,K1,One Story Store Building,,,,,,1925,,,,,,,,4645 WHITE PLAINS LLC,,,,,,,,,,,,,,1025266,268078,,2050830061,,2020,2020,8,,,,0.0481936421839429,62.4512112802922,195.032750390937
85,Bronx,Bronx,600100,4601 WHITE PLAINS ROAD,,2050830064,Bronx,600100,4601,WHITE PLAINS ROAD,,,05,,37350,147150,,1920,59,70,4156,,11,,,,,,,,O9,Miscellaneous,,,,,,2983,,,,,,,,4645 WHITE PLAINS LLC,,,,,,,,,,,,,,1025243,268041,,2050830064,,2020,2020,8,,,,0.0969914369262335,79.7300654692514,392.510419442733
86,Bronx,Bronx,600100,4600 WHITE PLAINS ROAD,,2050870040,Bronx,600100,4600,WHITE PLAINS ROAD,,,05,,207900,207900,,0,205,76,15387,,11,,,,,,,,H3,Transient Occupancy - Midtown Manhattan Area,,,,,,25547,,,,,,,,4600 HOLDINGS LLC,,,,,,,,,,,,,,1025435,268015,,2050870040,,2020,2020,8,,,,0.380061719539129,173.223835972222,1538.05521062531
87,Bronx,Bronx,600100,4619 FURMAN AVENUE,,2050870018,Bronx,600100,4619,FURMAN AVENUE,,,07,,24750,108900,,1930,38,84,3268,,11,,,,,,,,G2,Garage - One Story (Semi-Fireproof or Fireproof),,,,,,1500,,,,,,,,EE 4619 FURMAN LLC,,,,,,,,,,,,,,1025588,268039,,2050870018,,2020,2020,8,,,,0.0722423551342387,75.472534957065,292.354438844295
88,Bronx,Bronx,600100,4621 FURMAN AVENUE,,2050870016,Bronx,600100,4621,FURMAN AVENUE,,,01,,10140,33000,,1899,39,84,3354,,11,,,,,,,,B2,Frame,,,,,,1512,,,,,,,,EE 4621 FURMAN LLC,,,,,,,,,,,,,,1025608,268070,,2050870016,,2020,2020,8,,,,0.0768237480309113,75.8689543401193,310.894678111733
89,Bronx,Bronx,600100,4625 FURMAN AVENUE,,2050870014,Bronx,600100,4625,FURMAN AVENUE,,,02,,9300,52500,,1920,39,78,3120,,11,,,,,,,,C0,Three Families,,,,,,4433,,,,,,,,"SAMUELSREALESTATEPROPERTIES, LLC",,,,,,,,,,,,,,1025629,268103,,2050870014,,2020,2020,8,,,,0.0737513892770877,73.9019780057527,298.461283356905
90,Bronx,Bronx,600100,4626 WHITE PLAINS ROAD,,2050870048,Bronx,600100,4626,WHITE PLAINS ROAD,,,05,,151650,704700,,1930,98,88,8428,,11,,,,,,,,O7,Professional Buildings,,,,,,5860,,,,,,,,"4626 WHITE PLAINS ROAD, LLC",,,,,,,,,,,,,,1025518,268139,,2050870048,,2020,2020,8,,,,0.200829039708907,114.239804302218,812.726289150413
91,Bronx,Bronx,600100,748 EAST 241ST STREET,,2050870001,Bronx,600100,748,EAST 241ST STREET,,,11,,495450,495450,,0,184,239,29061,,11,,,,,,,,V1,Not Zoned Residential or Manhattan Below 110 St,,,,,,0,,,,,,,,ENCLAVE ON 241 STREET LLC,,,,,,,,,,,,,,1025676,268277,,2050870001,,2020,2020,8,,,,0.67530963461074,251.466269801027,2732.88113193307
92,Bronx,Bronx,600100,4640 WHITE PLAINS ROAD,,2050870058,Bronx,600100,4640,WHITE PLAINS ROAD,,,04,,5850,177300,,1931,26,92,2511,,11,,,,,,,,S5,Primarily Five to Six Family with Store or Office,,,,,,3588,,,,,,,,DOORGA LLC,,,,,,,,,,,,,,1025604,268266,,2050870058,,2020,2020,8,,,,0.0581535866079301,74.0889626737263,235.339215449897
93,Bronx,Bronx,600100,704 EAST 241 STREET,,2050870065,Bronx,600100,704,EAST 241 STREET,,,11,,58500,58500,,0,29,173,4775,,11,,,,,,,,V1,Not Zoned Residential or Manhattan Below 110 St,,,,,,0,,,,,,,,GARDEN PLACE HOLDINGS LLC,,,,,,,,,,,,,,1025556,268092,,2050870065,,2020,2020,8,,,,0.099767358662918,122.415632776233,403.744176150914
94,Bronx,Bronx,600100,4634 WHITE PLAINS ROAD,,2050870054,Bronx,600100,4634,WHITE PLAINS ROAD,,,05,,14400,150750,,1899,24,88,2160,,11,,,,,,,,O2,Ten Stories & Over (Side Street Type),,,,,,1904,,,,,,,,EE 4634 WHITE PLAINS ROAD LLC,,,,,,,,,,,,,,1025563,268205,,2050870054,,2020,2020,8,,,,0.0503726833798085,70.4868027171275,203.8510172491
95,Bronx,Bronx,600100,4633 WHITE PLAINS ROAD,,2050830048,Bronx,600100,4633,WHITE PLAINS ROAD,,,05,,225000,373050,,1921,131,120,15626,,11,,,,,,,,K1,One Story Store Building,,,,,,7560,,,,,,,,H & H BRONX CAPITAL HOLDING LLC,,,,,,,,,,,,,,1025344,268237,,2050830048,,2020,2020,8,,,,0.354548925727458,151.72472103767,1434.80859713518
96,Bronx,Bronx,600100,4635 WHITE PLAINS ROAD,,2050830046,Bronx,600100,4635,WHITE PLAINS ROAD,,,08,,47250,184500,,1910,39,120,4627,,11,,,,,,,,M1,"Church, Synagogue, Chapel",,,,,,2280,,,,,,,,4635 W P R LLC.,,,,,,,,,,,,,,1025389,268309,,2050830046,,2020,2020,8,,,,0.108594973550781,97.6911063748349,439.468266154338
97,Bronx,Bronx,600100,4651 WHITE PLAINS ROAD,,2050830039,Bronx,600100,4651,WHITE PLAINS ROAD,,,04,,110250,330750,,1991,40,82,3262,,11,,,,,,,,K4,"Stores, Apartments Above",,,,,,6400,,,,,,,,4645 WHITE PLAINS LLC,,,,,,,,,,,,,,1025472,268400,,2050830039,,2020,2020,8,,,,0.0723254303947007,73.0095441795531,292.690632495639
98,Bronx,Bronx,600100,4653 WHITE PLAINS ROAD,,2050830033,Bronx,600100,4653,WHITE PLAINS ROAD,,,04,,103500,639000,,1931,130,52,6579,,11,,,,,,,,K4,"Stores, Apartments Above",,,,,,10180,,,,,,,,4645 WHITE PLAINS LLC,,,,,,,,,,,,,,1025464,268447,,2050830033,,2020,2020,8,,,,0.197212682202931,137.859537014163,798.09140955166
99,Bronx,Bronx,600100,4630 RICHARDSON AVENUE,,2050830017,Bronx,600100,4630,RICHARDSON AVENUE,,,01,,9960,27360,,1915,40,125,5000,,11,,,,,,,,A1,"Two Story Detatched (Small or Moderate Size, With or Without Attic)",,,,,,1030,,,,,,,,AC PROPERTY HOLDING LLC,,,,,,,,,,,,,,1025260,268335,,2050830017,,2020,2020,8,,,,0.117644378129391,101.27430397883,476.08990719218
100,Bronx,Bronx,600100,4617 WHITE PLAINS ROAD,,2050830056,Bronx,600100,4617,WHITE PLAINS ROAD,,,04,,132300,411300,,1925,34,115,3922,,11,,,,,,,,K4,"Stores, Apartments Above",,,,,,4047,,,,,,,,4715-17 WHITE PLAINS RD LLC,,,,,,,,,,,,,,1025300,268167,,2050830056,,2020,2020,8,,,,0.0921795977477498,91.5725998718824,373.03759715973
101,Bronx,Bronx,600100,679 EAST 240 STREET,,2050830005,Bronx,600100,679,EAST 240 STREET,,,02,,140400,201150,,1925,33,100,3300,,11,,,,,,,,C2,Five to Six Families,,,,,,3840,,,,,,,,"240TH STREET BRONX, LLC",,,,,,,,,,,,,,1025124,268137,,2050830005,,2020,2020,8,,,,0.068864724376216,78.6044926303653,278.685652118696
102,Bronx,Bronx,600100,646 EAST 241 STREET,,2050820028,Bronx,600100,646,EAST 241 STREET,,,04,,4950,177750,,1931,25,75,1875,,11,,,,,,,,S9,Primarily One to Six Families with Stores or Offices,,,,,,3600,,,,,,,,4650 MATILDA AVE LLC,,,,,,,,,,,,,,1025104,268660,,2050820028,,2020,2020,8,,,,0.0421959032319047,60.9514238621088,170.760761993002
103,Bronx,Bronx,600100,648 EAST 241 STREET,,2050820029,Bronx,600100,648,EAST 241 STREET,,,01,,7800,38340,,1910,25,75,1875,,11,,,,,,,,B2,Frame,,,,,,2352,,,,,,,,MATILDA PROPERTY HOLDING LLC,,,,,,,,,,,,,,1025126,268647,,2050820029,,2020,2020,8,,,,0.0471524930111113,62.825091308561,190.819369174187
104,Bronx,Bronx,600100,4638 MATILDA AVENUE,,2050820021,Bronx,600100,4638,MATILDA AVENUE,,,01,,11940,35040,,1915,50,100,5000,,11,,,,,,,,B3,Converted (From One Family),,,,,,1852,,,,,,,,CARLISLE 211 LLC,,,,,,,,,,,,,,1025079,268544,,2050820021,,2020,2020,8,,,,0.119108312540581,93.0904892163285,482.014239566077
105,Bronx,Bronx,600100,4642 MATILDA AVENUE,,2050820024,Bronx,600100,4642,MATILDA AVENUE,,,02,,11340,50820,,1995,50,100,5000,,11,,,,,,,,C0,Three Families,,,,,,3730,,,,,,,,MATILDA PROPERTY HOLDING LLC,,,,,,,,,,,,,,1025104,268587,,2050820024,,2020,2020,8,,,,0.115375418015087,92.0796413606178,466.907751381439
106,Bronx,Bronx,600100,4741 WHITE PLAINS ROAD,,2051070019,Bronx,600100,4741,WHITE PLAINS ROAD,,,05,,168300,372150,,2017,80,110,7166,,11,,,,,,,,K1,One Story Store Building,,,,,,4394,,,,,,,,4741 WHITE PLAINS LLC,,,,,,,,,,,,,,1025714,268910,,2051070019,,2020,2020,8,,,,0.177881135144151,110.354505324439,719.85941418191
107,Bronx,Bronx,600100,4761 WHITE PLAINS ROAD,,2051070008,Bronx,600100,4761,WHITE PLAINS ROAD,,,03,,129150,1140300,,1923,43,128,6375,,11,,,,,,,,H6,Apartment Hotels,,,,,,29184,,,,,,,,4761 WHITE PLAINS LLC,,,,,,,,,,,,,,1025726,269109,,2051070008,,2020,2020,8,,,,0.158143797684664,119.962076992843,639.985243322907
108,Bronx,Bronx,600100,4742 WHITE PLAINS ROAD,,2051130026,Bronx,600100,4742,WHITE PLAINS ROAD,,,04,,6960,32820,,1931,25,85,2127,,11,,,,,,,,S1,Primarliy One Family with Store or Office,,,,,,1886,,,,,,,,MIN EN NY REALTY LLC,,,,,,,,,,,,,,1025887,268842,,2051130026,,2020,2020,8,,,,0.0451744888161451,66.5284180105504,182.814670194254
109,Bronx,Bronx,600100,4725 WHITE PLAINS ROAD,,2051070032,Bronx,600100,4725,WHITE PLAINS ROAD,,,05,,244350,831600,,1928,106,107,13568,,11,,,,,,,,K1,One Story Store Building,,,,,,8400,,,,,,,,EMIL MOSBACHER REAL ESTATE LLC,,,,,,,,,,,,,,1025638,268704,,2051070032,,2020,2020,8,,,,0.333065850263943,147.365672261293,1347.86967522275
110,Bronx,Bronx,600100,4727 WHITE PLAINS ROAD,,2051070030,Bronx,600100,4727,WHITE PLAINS ROAD,,,04,,47250,370350,,1931,30,115,3514,,11,,,,,,,,C7,Over Six Families with Stores,,,,,,12480,,,,,,,,4727 WHITE PLAINS ROAD LLC,,,,,,,,,,,,,,1025669,268766,,2051070030,,2020,2020,8,,,,0.0848991208248275,94.7573218822957,343.574552366067
111,Bronx,Bronx,600100,4735 WHITE PLAINS ROAD,,2051070024,Bronx,600100,4735,WHITE PLAINS ROAD,,,04,,5400,181350,,1931,34,110,3680,,11,,,,,,,,S9,Primarily One to Six Families with Stores or Offices,,,,,,3136,,,,,,,,4735 WHITE PLAINS ROAD LLC,,,,,,,,,,,,,,1025695,268860,,2051070024,,2020,2020,8,,,,0.0881745214578106,94.8497869851122,356.829628453587
112,Bronx,Bronx,600100,679 EAST 241 STREET,,2051070053,Bronx,600100,679,EAST 241 STREET,,,01,,8400,37440,,1925,22,75,1650,,11,,,,,,,,B1,Brick,,,,,,2124,,,,,,,,"679 E 241ST STREET, LLC",,,,,,,,,,,,,,1025447,268658,,2051070053,,2020,2020,8,,,,0.0399206716969294,59.9171460147564,161.553226643241
113,Bronx,Bronx,600100,4711 WHITE PLAINS ROAD,,2051070036,Bronx,600100,4711,WHITE PLAINS ROAD,,,05,,55800,234000,,1937,33,92,3091,,11,,,,,,,,K1,One Story Store Building,,,,,,2508,,,,,,,,ALLIED XXIV LLC,,,,,,,,,,,,,,1025621,268634,,2051070036,,2020,2020,8,,,,0.0765551284194502,81.7106702685947,309.807613111909
114,Bronx,Bronx,600100,4704 WHITE PLAINS ROAD,,2051120024,Bronx,600100,4704,WHITE PLAINS ROAD,,,04,,13380,39960,,1930,28,114,2700,,11,,,,,,,,S2,Primarily Two Family with Store or Office,,,,,,3224,,,,,,,,BLUE ONE REALTY LLC,,,,,,,,,,,,,,1025785,268535,,2051120024,,2020,2020,8,,,,0.0655368696336461,83.4824857366884,265.218301780912
115,Bronx,Bronx,600100,4710 WHITE PLAINS ROAD,,2051120026,Bronx,600100,4710,WHITE PLAINS ROAD,,,05,,60300,403650,,1930,54,72,5150,,11,,,,,,,,K1,One Story Store Building,,,,,,2750,,,,,,,,ALLIED XVI LLC,,,,,,,,,,,,,,1025798,268570,,2051120026,,2020,2020,8,,,,0.105327583654162,93.3863103297271,426.245608366717
116,Bronx,Bronx,600100,715 CRANFORD AVENUE,,2051120014,Bronx,600100,715,CRANFORD AVENUE,,,02,,98100,446400,,1973,147,100,8700,,11,,,,,,,,C9,Garden Apartments / Mobile Home Park / Trailer Park,,,,,,11000,,,,,,,,PALUSHAJ HOLDING LLC,,,,,,,,,,,,,,1025913,268510,,2051120014,,2020,2020,8,,,,0.347461053947917,153.718583875356,1406.124997703
117,Bronx,Bronx,600100,741 ST OUEN STREET,,2051130003,Bronx,600100,741,ST OUEN STREET,,,01,,8820,40740,,1970,25,93,2225,,11,,,,,,,,B9,"Miscellaneous (City Type, Old, etc.)",,,,,,3115,,,,,,,,"CAMBRIDGE-HANOVER, LLC",,,,,,,,,,,,,,1026208,268721,,2051130003,,2020,2020,8,,,,0.054845556818748,73.0327161636112,221.952093852055
118,Bronx,Bronx,600100,716 PENFIELD STREET,,2051130038,Bronx,600100,716,PENFIELD STREET,,,02,,7200,310050,,1929,25,99,2469,,11,,,,,,,,C1,Over Six Families Without Stores,,,,,,5925,,,,,,,,716 PENFIELD LLC,,,,,,,,,,,,,,1025998,268898,,2051130038,,2020,2020,8,,,,0.0623927798478017,78.1404642554802,252.494621838466
119,Bronx,Bronx,600100,718 PENFIELD STREET,,2051130039,Bronx,600100,718,PENFIELD STREET,,,02,,5850,271350,,1929,25,100,2508,,11,,,,,,,,C1,Over Six Families Without Stores,,,,,,4800,,,,,,,,PENFIELD LLC,,,,,,,,,,,,,,1026022,268889,,2051130039,,2020,2020,8,,,,0.0572593370040716,77.1318268360705,231.720315697293
120,Bronx,Bronx,600100,4770 WHITE PLAINS ROAD,,2051140014,Bronx,600100,4770,WHITE PLAINS ROAD,,,05,,373500,4789350,,2008,198,245,46000,,11,,,,,,,,O2,Ten Stories & Over (Side Street Type),,,,,,69851,,,,,,,,"CENTERS FC REALTY, LLC",,,,,,,,,,,,,,1026007,269117,,2051140014,,2020,2020,8,,,,1.12611068634059,271.957711566342,4557.2082633507
121,Bronx,Bronx,600100,811 PENFIELD STREET,,2051180096,Bronx,600100,811,PENFIELD STREET,,,02,,122850,190800,,1931,25,100,2500,,11,,,,,,,,C2,Five to Six Families,,,,,,3370,,,,,,,,811 PENFIELD LLC,,,,,,,,,,,,,,1026492,268891,,2051180096,,2020,2020,8,,,,0.058033255885756,76.8946569976945,234.852254294054
122,Bronx,Bronx,600100,828 EAST 242 STREET,,2051180121,Bronx,600100,828,EAST 242 STREET,,,02,,14400,16140,,2006,50,100,5000,,11,,,,,,,,C0,Three Families,,,,,,3120,,,,,,,,E 242 STREET LLC,,,,,,,,,,,,,,1026702,268923,,2051180121,,2020,2020,8,,,,0.115143437445472,91.6402390766358,465.968959323419
